#FORMAT=WebAnno TSV 3.3
#T_SP=webanno.custom.Events|value


#Text=The proposal from Dutch Minister of Justice Piet Hein Donner to strengthen the anti-blasphemy provisions of the criminal code has been rejected by a majority of the Tweede Kamer, the country's parliament.
10-24	1253-1255	17	_	
10-25	1256-1258	to	_	
10-26	1259-1263	have	_	
10-27	1264-1267	the	_	
10-28	1268-1275	article	Décision gouvernementale	
10-29	1276-1283	removed	_	
10-30	1284-1292	entirely	_	
10-31	1293-1297	from	_	
10-32	1298-1301	the	_	
10-33	1302-1310	criminal	Décision gouvernementale[3]	
10-34	1311-1315	code	Décision gouvernementale[3]	
10-35	1315-1316	.	_	
