#FORMAT=WebAnno TSV 3.3
#T_SP=webanno.custom.Events|value


#Text=Alien Encounter and The Living Seas at the Walt Disney World Resort are to open today with a makeover.
#Text=According to publicity, the Turtle Talk show will run every 15 minutes, from 10:00 am to 7:00 pm.
8-1	784-793	According	_	
8-2	794-796	to	_	
8-3	797-806	publicity	_	
8-4	806-807	,	_	
8-5	808-811	the	_	
8-6	812-818	Turtle	_	
8-7	819-823	Talk	Évenement culturelle[2]	
8-8	824-828	show	Évenement culturelle[2]	
8-9	829-833	will	_	
8-10	834-837	run	_	
8-11	838-843	every	_	
8-12	844-846	15	_	
8-13	847-854	minutes	_	
8-14	854-855	,	_	
8-15	856-860	from	_	
8-16	861-863	10	_	
8-17	863-864	:	_	
8-18	864-866	00	_	
8-19	867-869	am	_	
8-20	870-872	to	_	
8-21	873-874	7	_	
8-22	874-875	:	_	
8-23	875-877	00	_	
8-24	878-880	pm	_	
8-25	880-881	.	_	

#Text=A sign language interpreted performance will run on Fridays at 10:30 am.
9-1	882-883	A	_	
9-2	884-888	sign	_	
9-3	889-897	language	_	
9-4	898-909	interpreted	_	
9-5	910-921	performance	_	
9-6	922-926	will	_	
9-7	927-930	run	_	
9-8	931-933	on	_	
9-9	934-941	Fridays	_	
9-10	942-944	at	_	
9-11	945-947	10	_	
9-12	947-948	:	_	
9-13	948-950	30	_	
9-14	951-953	am	_	
9-15	953-954	.	_	

#Text=Disney is holding the Stitch's Great Escape!
10-1	956-962	Disney	_	
10-2	963-965	is	_	
10-3	966-973	holding	_	
10-4	974-977	the	_	
10-5	978-986	Stitch's	Évenement culturelle[3]	
10-6	987-992	Great	Évenement culturelle[3]	
10-7	993-999	Escape	Évenement culturelle[3]	
10-8	999-1000	!	_	

#Text=Sweepstakes, with prizes including a five-day, four night trip for four to Walt Disney World Resort.
11-1	1001-1012	Sweepstakes	_	
11-2	1012-1013	,	_	
11-3	1014-1018	with	_	
11-4	1019-1025	prizes	_	
11-5	1026-1035	including	_	
11-6	1036-1037	a	_	
11-7	1038-1046	five-day	_	
11-8	1046-1047	,	_	
11-9	1048-1052	four	_	
11-10	1053-1058	night	_	
11-11	1059-1063	trip	_	
11-12	1064-1067	for	_	
11-13	1068-1072	four	_	
11-14	1073-1075	to	_	
11-15	1076-1080	Walt	_	
11-16	1081-1087	Disney	_	
11-17	1088-1093	World	_	
11-18	1094-1100	Resort	_	
11-19	1100-1101	.	_	
