#FORMAT=WebAnno TSV 3.3
#T_SP=webanno.custom.Events|value


#Text=Tenuous relations between Japan and the People's Republic of China were strained last week when a Chinese nuclear-powered submarine entered Japanese territorial waters southwest of Okinawa.
15-5	1815-1824	Junichiro	_	
15-6	1825-1828	has	_	
15-7	1829-1837	publicly	_	
15-8	1838-1844	stated	_	
15-9	1845-1847	he	_	
15-10	1848-1854	wishes	_	
15-11	1855-1857	to	_	
15-12	1858-1863	speak	_	
15-13	1864-1868	with	_	
15-14	1869-1876	Chinese	_	
15-15	1877-1886	President	_	
15-16	1887-1889	Hu	_	
15-17	1890-1896	Jintao	_	
15-18	1897-1902	about	_	
15-19	1903-1907	this	_	
15-20	1908-1911	and	_	
15-21	1912-1917	other	_	
15-22	1918-1925	matters	_	
15-23	1926-1928	of	_	
15-24	1929-1942	Sino-Japanese	_	
15-25	1943-1953	contention	_	
15-26	1954-1956	at	_	
15-27	1957-1960	the	_	
15-28	1961-1969	upcoming	_	
15-29	1970-1976	annual	_	
15-30	1977-1989	Asia-Pacific	_	
15-31	1990-1998	Economic	_	
15-32	1999-2010	Cooperation	_	
15-33	2011-2017	summit	_	
15-34	2018-2020	in	_	
15-35	2021-2026	Chile	_	
15-36	2027-2032	later	_	
15-37	2033-2037	this	_	
15-38	2038-2043	month	_	
15-39	2043-2044	.	_	

#Text=Despite the increasingly close economic ties between the two nations, distrust has long exisited between Japan and China.
16-1	2048-2055	Despite	_	
16-2	2056-2059	the	_	
16-3	2060-2072	increasingly	_	
16-4	2073-2078	close	_	
16-5	2079-2087	economic	_	
16-6	2088-2092	ties	_	
16-7	2093-2100	between	_	
16-8	2101-2104	the	_	
16-9	2105-2108	two	_	
16-10	2109-2116	nations	_	
16-11	2116-2117	,	_	
16-12	2118-2126	distrust	Conflit[11]	
16-13	2127-2130	has	Conflit[11]	
16-14	2131-2135	long	Conflit[11]	
16-15	2136-2144	exisited	Conflit[11]	
16-16	2145-2152	between	_	
16-17	2153-2158	Japan	_	
16-18	2159-2162	and	_	
16-19	2163-2168	China	_	
16-20	2168-2169	.	_	

#Text=Many Chinese people still resent the Japanese invasion and occupation of China during World War II and Japan's refusal to formally apologise.
17-1	2170-2174	Many	_	
17-2	2175-2182	Chinese	_	
17-3	2183-2189	people	_	
17-4	2190-2195	still	_	
17-5	2196-2202	resent	_	
17-6	2203-2206	the	_	
17-7	2207-2215	Japanese	_	
17-8	2216-2224	invasion	Conflit[12]	
17-9	2225-2228	and	Conflit[12]	
17-10	2229-2239	occupation	Conflit[12]	
17-11	2240-2242	of	_	
17-12	2243-2248	China	_	
17-13	2249-2255	during	_	
17-14	2256-2261	World	Conflit[13]	
17-15	2262-2265	War	Conflit[13]	
17-16	2266-2268	II	Conflit[13]	
17-17	2269-2272	and	_	
17-18	2273-2280	Japan's	_	
17-19	2281-2288	refusal	_	
17-20	2289-2291	to	_	
17-21	2292-2300	formally	_	
17-22	2301-2310	apologise	_	
17-23	2310-2311	.	_	

#Text=Japan, on the other hand, sees China as a potential competitor and an increasing threat to its national security.
18-1	2312-2317	Japan	_	
18-2	2317-2318	,	_	
18-3	2319-2321	on	_	
18-4	2322-2325	the	_	
18-5	2326-2331	other	_	
18-6	2332-2336	hand	_	
18-7	2336-2337	,	_	
18-8	2338-2342	sees	_	
18-9	2343-2348	China	_	
18-10	2349-2351	as	_	
18-11	2352-2353	a	_	
18-12	2354-2363	potential	_	
18-13	2364-2374	competitor	_	
18-14	2375-2378	and	_	
18-15	2379-2381	an	_	
18-16	2382-2392	increasing	Conflit[14]	
18-17	2393-2399	threat	Conflit[14]	
18-18	2400-2402	to	_	
18-19	2403-2406	its	_	
18-20	2407-2415	national	_	
18-21	2416-2424	security	_	
18-22	2424-2425	.	_	

#Text=Japan's Constitution forbids the nation from exercising military strength in matters other than that of self-defence, but Japan's ruling party, the Liberal Democratic Party or LDP, has recently proposed constitutional amendments to give the military more offensive capabilities, among other things.
19-1	2429-2436	Japan's	_	
19-2	2437-2449	Constitution	_	
19-3	2450-2457	forbids	_	
19-4	2458-2461	the	_	
19-5	2462-2468	nation	_	
19-6	2469-2473	from	_	
19-7	2474-2484	exercising	_	
19-8	2485-2493	military	Conflit[15]	
19-9	2494-2502	strength	Conflit[15]	
19-10	2503-2505	in	_	
19-11	2506-2513	matters	_	
19-12	2514-2519	other	_	
19-13	2520-2524	than	_	
19-14	2525-2529	that	_	
19-15	2530-2532	of	_	
19-16	2533-2545	self-defence	_	
19-17	2545-2546	,	_	
19-18	2547-2550	but	_	
19-19	2551-2558	Japan's	_	
19-20	2559-2565	ruling	_	
19-21	2566-2571	party	_	
19-22	2571-2572	,	_	
19-23	2573-2576	the	_	
19-24	2577-2584	Liberal	_	
19-25	2585-2595	Democratic	_	
19-26	2596-2601	Party	_	
19-27	2602-2604	or	_	
19-28	2605-2608	LDP	_	
19-29	2608-2609	,	_	
19-30	2610-2613	has	_	
19-31	2614-2622	recently	_	
19-32	2623-2631	proposed	_	
19-33	2632-2646	constitutional	_	
19-34	2647-2657	amendments	_	
19-35	2658-2660	to	_	
19-36	2661-2665	give	_	
19-37	2666-2669	the	_	
19-38	2670-2678	military	_	
19-39	2679-2683	more	_	
19-40	2684-2693	offensive	_	
19-41	2694-2706	capabilities	_	
19-42	2706-2707	,	_	
19-43	2708-2713	among	_	
19-44	2714-2719	other	_	
19-45	2720-2726	things	_	
19-46	2726-2727	.	_	
