#FORMAT=WebAnno TSV 3.3
#T_SP=webanno.custom.Events|value


#Text=Big Linux 2.0 Beta 3 has been released.
#Text=The graphical environment (known as X11) can have several configurations separated by kernel.
9-1	1235-1238	The	_	
9-2	1239-1248	graphical	_	
9-3	1249-1260	environment	_	
9-4	1261-1262	(	_	
9-5	1262-1267	known	_	
9-6	1268-1270	as	_	
9-7	1271-1274	X11	_	
9-8	1274-1275	)	_	
9-9	1276-1279	can	_	
9-10	1280-1284	have	_	
9-11	1285-1292	several	_	
9-12	1293-1307	configurations	_	
9-13	1308-1317	separated	_	
9-14	1318-1320	by	_	
9-15	1321-1327	kernel	_	
9-16	1327-1328	.	_	

#Text=In this way, the user can have an accelerated graphical environment configuration and an unaccelerated graphical environment configuration at the same time.
10-1	1329-1331	In	_	
10-2	1332-1336	this	_	
10-3	1337-1340	way	_	
10-4	1340-1341	,	_	
10-5	1342-1345	the	_	
10-6	1346-1350	user	_	
10-7	1351-1354	can	_	
10-8	1355-1359	have	_	
10-9	1360-1362	an	_	
10-10	1363-1374	accelerated	_	
10-11	1375-1384	graphical	_	
10-12	1385-1396	environment	_	
10-13	1397-1410	configuration	_	
10-14	1411-1414	and	_	
10-15	1415-1417	an	_	
10-16	1418-1431	unaccelerated	_	
10-17	1432-1441	graphical	_	
10-18	1442-1453	environment	_	
10-19	1454-1467	configuration	_	
10-20	1468-1470	at	_	
10-21	1471-1474	the	_	
10-22	1475-1479	same	_	
10-23	1480-1484	time	_	
10-24	1484-1485	.	_	

#Text=If there is some trouble with the accelerated graphical environment configuration, this allows the user to switch to the unaccelerated one.
11-1	1486-1488	If	_	
11-2	1489-1494	there	_	
11-3	1495-1497	is	_	
11-4	1498-1502	some	_	
11-5	1503-1510	trouble	_	
11-6	1511-1515	with	_	
11-7	1516-1519	the	_	
11-8	1520-1531	accelerated	_	
11-9	1532-1541	graphical	_	
11-10	1542-1553	environment	_	
11-11	1554-1567	configuration	_	
11-12	1567-1568	,	_	
11-13	1569-1573	this	_	
11-14	1574-1580	allows	_	
11-15	1581-1584	the	_	
11-16	1585-1589	user	_	
11-17	1590-1592	to	_	
11-18	1593-1599	switch	_	
11-19	1600-1602	to	_	
11-20	1603-1606	the	_	
11-21	1607-1620	unaccelerated	_	
11-22	1621-1624	one	_	
11-23	1624-1625	.	_	

#Text=Big Linux can be downloaded without charge at Big Linux downloads.
12-1	1627-1630	Big	_	
12-2	1631-1636	Linux	_	
12-3	1637-1640	can	_	
12-4	1641-1643	be	_	
12-5	1644-1654	downloaded	_	
12-6	1655-1662	without	_	
12-7	1663-1669	charge	_	
12-8	1670-1672	at	_	
12-9	1673-1676	Big	_	
12-10	1677-1682	Linux	_	
12-11	1683-1692	downloads	_	
12-12	1692-1693	.	_	

#Text=This distribution is primarily intended for Brazilian users, although anyone can use it.
13-1	1694-1698	This	_	
13-2	1699-1711	distribution	_	
13-3	1712-1714	is	_	
13-4	1715-1724	primarily	_	
13-5	1725-1733	intended	_	
13-6	1734-1737	for	_	
13-7	1738-1747	Brazilian	_	
13-8	1748-1753	users	_	
13-9	1753-1754	,	_	
13-10	1755-1763	although	_	
13-11	1764-1770	anyone	_	
13-12	1771-1774	can	_	
13-13	1775-1778	use	_	
13-14	1779-1781	it	_	
13-15	1781-1782	.	_	
